headword,CEFR,freq,len,syl
hop,B1,4.4,3,1
hope,A1,5.44,4,1
hope,B1,5.44,4,1
hopeful,B1,3.79,7,2
hopefully,B1,4.56,9,3
hopeless,B1,3.71,8,2
horizon,B1,4.07,7,3
horn,B1,4.14,4,1
horrible,B1,4.44,8,3
horrify,B1,2.13,7,3
horror,A2,4.43,6,2
horse,A1,4.76,5,1
hospice,B2,3.39,7,2
hospitable,B2,2.96,10,4
hospital,A1,5.07,8,3
hospitality,B2,3.9,11,5
hospitalize/hospitalise,B2,0.0,23,7
host,A2,4.77,4,1
hostel,B1,3.43,6,2
hot,A1,5.16,3,1
hotel,A1,4.95,5,2
hour,A1,5.18,4,2
hourly,B2,3.71,6,2
house,A1,5.71,5,1
household,B1,4.47,9,2
housekeeper,B2,3.29,11,3
housemaster,B2,1.85,11,3
housewife,B2,3.4,9,2
housework,B1,3.08,9,2
hover,B2,3.26,5,2
how,A1,6.24,3,1
however,A2,5.58,7,3
hug,B2,4.09,3,1
hug,A2,4.09,3,1
huge,B1,5.06,4,1
hugely,B2,3.65,6,2
human,A2,5.35,5,2
human,B1,5.35,5,2
human rights,B2,4.96,12,3
humane,B2,3.62,6,2
humanist,B2,3.07,8,3
humanity,B1,4.32,8,4
humanize/humanise,B2,1.59,17,6
humble,B2,4.11,6,2
humbug,B2,2.6,6,2
humid,B1,3.5,5,2
humiliate,B2,3.08,9,4
humiliating,B2,3.46,11,5
humiliation,B2,3.55,11,5
humor/humour,B1,3.67,12,3
humorous,B1,3.6,8,3
hundred,A2,4.71,7,2
hunger,B1,4.1,6,2
hungry,A1,4.45,6,2
hunt,B1,4.49,4,1
hunt,B1,4.49,4,1
hunter,A2,4.37,6,2
hunting,B2,4.42,7,2
hurriedly,B1,2.79,9,3
hurry,A1,4.14,5,2
hurry,A2,4.14,5,2
hurt,B1,4.94,4,1
hurt,A1,4.94,4,1
husband,A1,5.0,7,2
hush,B2,3.47,4,1
hut,B1,3.84,3,1
hybrid,B2,4.11,6,2
hygiene,B2,3.79,7,2
hyperbole,B2,2.93,9,4
hyphen,B2,2.64,6,2
I,A1,7.09,1,1
ice,A1,5.0,3,1
ice cream,A1,4.47,9,2
ice hockey,B1,4.32,10,3
ice skating,B1,3.81,11,3
iceman,B2,2.72,6,2
icon,B2,4.16,4,2
icy,B2,3.54,3,2
ID,A2,4.61,2,1
ID card,A2,4.47,7,2
idea,A1,5.36,4,3
ideal,A1,4.44,5,2
ideally,B2,3.75,7,3
identical,B2,4.21,9,4
identification,B2,4.18,14,6
identify,B2,4.56,8,4
identity,B1,4.65,8,4
identity card,B1,4.5,13,5
ideology,B2,4.02,8,5
idiom,B1,2.97,5,3
idiot,B2,4.39,5,3
idle,B2,3.7,4,2
idol,B1,3.94,4,2
idolize/idolise,B2,1.74,15,3
if,A1,6.47,2,1
ignorance,B2,4.04,9,3
ignorant,B2,4.05,8,3
ill,A2,4.72,3,1
illegal,A2,4.68,7,3
illegally,B1,3.87,9,4
illness,B1,4.41,7,2
illuminate,B1,3.3,10,4
illustrate,B2,3.71,10,3
illustration,B2,3.92,12,4
image,A2,4.94,5,2
imagery,B2,3.83,7,3
imaginary,B1,3.79,9,5
imagination,A2,4.22,11,5
imagine,A1,4.92,7,3
imitate,B1,3.29,7,3
imitation,B2,3.47,9,4
immediate,B1,4.52,9,4
immediately,B1,4.98,11,5
immerse,B2,2.94,7,2
immigrant,B2,4.04,9,3
immigrate,B1,2.61,9,3
immigration,B1,4.47,11,4
immoral,B2,3.46,7,3
immortal,B2,3.77,8,3
immortality,B2,3.41,11,5
impact,A2,4.92,6,2
impair,B1,2.93,6,2
impartial,B2,3.38,9,3
impatient,A2,3.55,9,3
impatiently,B2,2.74,11,4
imperative,B2,3.66,10,4
impermanent,B2,2.19,11,4
implement,B2,4.2,9,3
implement,B2,4.2,9,3
implication,B2,3.56,11,4
imply,B2,3.83,5,2
impolite,B2,2.62,8,3
impolitely,B2,1.25,10,4
import,B2,4.1,6,2
importance,A2,4.56,10,3
important,A1,5.44,9,3
importantly,A2,4.09,11,4
impose,B2,3.92,6,2
impossibility,B2,3.04,13,6
impossible,A2,4.78,10,4
impractical,B2,3.28,11,4
impress,A2,3.93,7,2
impressed,B2,4.34,9,2
impression,B1,4.35,10,3
impressionism,B2,2.64,13,5
impressionist,B2,2.85,13,4
impressive,B1,4.47,10,3
imprison,B2,2.87,8,3
imprisonment,B2,3.89,12,4
improbable,B2,3.29,10,4
improper,B1,3.58,8,3
improperly,B2,3.35,10,4
improve,A2,4.79,7,2
improved,B2,4.61,8,2
improvement,B1,4.49,11,3
impulse,B2,3.72,7,2
impulsive,B2,3.27,9,3
in,A2,7.27,2,1
in,A1,7.27,2,1
inaccurate,B2,3.65,10,4
inadequate,B2,3.82,10,4
inanimate,B2,3.01,9,4
inborn,B2,2.43,6,2
incense,B2,3.27,7,2
incentive,B2,3.97,9,3
incident,B1,4.54,8,3
include,A2,5.21,7,2
including,B1,5.52,9,3
income,B1,4.97,6,2
inconvenient,B1,3.47,12,4
incorrect,B1,3.94,9,3
increase,B1,5.08,8,2
increase,A2,5.08,8,2
increasingly,B1,4.38,12,4
incredible,B1,4.63,10,4
incur,B2,3.3,5,2
incurable,B2,3.03,9,4
indebted,B2,3.21,8,3
indeed,A2,4.79,6,2
indefinite article,B1,3.4,18,7
indent,B2,2.44,6,2
independence,A2,4.58,12,4
independent,B1,4.93,11,4
independently,B2,4.06,13,5
indescribable,B2,2.9,13,5
index,B2,4.57,5,2
indicate,A2,4.35,8,3
indifferent,B2,3.44,11,3
indignity,B2,2.6,9,4
indirect,B1,4.0,8,3
indirectly,B1,3.71,10,4
indispensable,B2,3.34,13,5
individual,B1,5.0,10,5
individual,B2,5.0,10,5
indoor,A2,4.09,6,2
indoors,B1,3.6,7,2
indulge,B2,3.54,7,2
indulgent,B2,3.09,9,3
industrial,B1,4.71,10,4
industrialize/industrialise,B2,1.31,27,8
industry,B1,5.19,8,3
ineffective,B2,3.66,11,4
inert,B2,3.09,5,2
inevitable,B1,4.08,10,5
inexpensive,A2,3.57,11,4
inexperienced,B2,3.5,13,5
infant,B2,3.99,6,2
infect,B2,3.36,6,2
infected,B2,4.13,8,3
infection,B1,4.33,9,3
infectious,B2,3.81,10,3
infer,B2,3.16,5,2
inference,B2,3.25,9,3
infinitive,B1,2.57,10,4
inflammation,B2,3.73,12,4
inflammatory,B2,3.72,12,5
inflate,B2,3.01,7,2
inflation,B2,4.14,9,3
influence,A2,4.78,9,3
influence,B2,4.78,9,3
influential,B2,4.09,11,4
influenza,B2,3.51,9,4
inform,B1,4.15,6,2
informal,B2,3.87,8,3
information,A1,5.43,11,4
informative,B1,3.61,11,4
infringe,B2,2.99,8,2
infringement,B2,3.61,12,3
ingredient,B1,3.74,10,4
inhabit,B2,3.33,7,3
inhabitant,B1,2.76,10,4
inhale,B1,3.25,6,2
inherit,B2,3.52,7,3
initial,B2,4.72,7,3
initial,B1,4.72,7,3
initially,B1,4.49,9,4
initiative,B2,4.36,10,4
inject,B1,3.44,6,2
injection,B2,3.99,9,3
injure,A2,3.27,6,2
injured,B2,4.51,7,2
injury,B1,4.74,6,3
ink,B1,4.07,3,1
innate,B2,3.48,6,2
inner,A2,4.5,5,2
innermost,B1,2.83,9,3
innocent,B1,4.45,8,3
innocently,B2,2.88,10,4
innovation,B2,4.32,10,4
innovative,B2,4.1,10,4
innovator,B1,3.01,9,4
input,B2,4.35,5,2
inquire/enquire,B2,2.78,15,3
inquiry/enquiry,B1,3.35,15,3
insane,B1,4.4,6,2
inscribe,B1,2.19,8,2
inscription,B1,3.54,11,3
insect,A2,3.76,6,2
inseparable,B2,3.13,11,5
inside,B2,5.19,6,2
inside,A2,5.19,6,2
inside,B2,5.19,6,2
inside,A1,5.19,6,2
insight,B1,4.19,7,2
insist,B1,4.03,6,2
inspect,B2,3.63,7,2
inspection,B1,4.14,10,3
inspector,B2,4.25,9,3
inspiration,A2,4.41,11,4
inspirational,B2,3.75,13,5
inspire,B1,4.0,7,2
install/instal,B1,2.0,14,2
instance,B1,4.59,8,2
instant,A2,4.34,7,2
instantly,B2,4.23,9,3
instead,A2,5.24,7,2
instead of,B1,5.24,10,3
instill/instil,B2,2.29,14,3
instinct,B2,3.86,8,2
institute,B1,4.8,9,3
institution,B2,4.41,11,4
instruct,B2,3.31,8,2
instruction,B1,4.14,11,3
instructor,B1,4.02,10,3
instrument,A2,4.26,10,3
insufficient,B2,3.77,12,4
insult,B2,3.99,6,2
insult,B2,3.99,6,2
insurance,B1,4.94,9,3
integrate,B2,3.72,9,3
intellectual,B2,4.3,12,5
intellectual,B2,4.3,12,5
intelligence,A2,4.7,12,4
intelligent,A2,4.29,11,4
intend,B1,4.09,6,2
intense,B1,4.39,7,2
intensive,B1,4.06,9,3
intent,B2,4.28,6,2
intention,B1,4.33,9,3
intentionally,B1,3.82,13,5
interaction,B1,4.29,11,4
interactive,B2,4.06,11,4
interested,A1,4.95,10,3
interesting,A1,5.0,11,3
interfere,B2,3.88,9,3
interior,B2,4.55,8,4
intermediate,B1,4.04,12,5
intermission,B1,3.01,12,4
internal,B1,4.66,8,3
international,A2,5.36,13,5
internationally,B1,3.95,15,6
Internet/internet,A1,4.76,17,5
interpersonal,B2,3.37,13,5
interpret,B2,3.81,9,3
interpretation,B2,4.22,14,5
interpreter,B2,3.54,11,4
interrupt,B1,3.61,9,3
interruption,B2,3.36,12,4
intersection,B2,3.88,12,4
interval,B1,3.77,8,3
interview,A1,4.86,9,3
interview,B1,4.86,9,3
interviewee,B1,2.7,11,4
interviewer,A1,3.51,11,4
intimate,B2,4.06,8,3
into,A1,6.11,4,2
intransitive,B2,2.32,12,4
intravenous,B2,3.13,11,4
introduce,A1,4.37,9,3
introduction,B1,4.52,12,4
intrude,B2,2.81,7,2
intruder,B2,3.37,8,3
intrusion,B2,3.42,9,3
invade,A2,3.61,6,2
invariable,B2,2.15,10,5
invariably,B2,3.44,10,5
invasion,B1,4.23,8,3
invent,A2,3.57,6,2
invention,A2,4.04,9,3
inventor,B2,3.59,8,3
inverted commas,B2,2.81,15,5
invest,B1,4.32,6,2
investigate,B2,4.31,11,4
investigation,B1,4.75,13,5
investigator,B2,3.83,12,5
investment,B2,4.84,10,3
investor,B2,3.96,8,3
invisible,B2,4.09,9,4
invitation,B1,4.14,10,4
invitingly,B2,1.86,10,3
invoke,B2,3.33,6,2
involuntarily,B1,2.91,13,6
involve,B1,4.28,7,2
involved,B1,5.1,8,2
involvement,B2,4.3,11,3
iron,B1,4.74,4,2
iron,B1,4.74,4,2
ironically,B2,3.74,10,4
ironing,B1,3.1,7,3
irrational,B2,3.56,10,4
irregular,B1,3.7,9,4
irresistible,B2,3.47,12,5
irresistibly,B2,2.52,12,5
irresponsible,B2,3.67,13,5
irritate,B1,3.08,8,3
irritated,B2,3.5,9,4
irritating,B2,3.61,10,4
irritation,B2,3.42,10,4
is,A1,7.07,2,1
island,A1,5.01,6,2
islander,B2,3.06,8,3
isle,B1,3.83,4,1
isolation,B1,4.02,9,4
issue,A2,5.23,5,2
issue,B2,5.23,5,2
IT,A2,6.95,2,1
it,A1,6.95,2,1
italicize/italicise,B2,0.0,19,5
itch,B2,3.36,4,1
item,A1,4.57,4,2
its,A1,6.14,3,1
its,A1,6.14,3,1
itself,A2,5.1,6,2
ivory,B1,3.85,5,3
jacket,A1,4.32,6,2
jade,B1,3.78,4,1
jail/gaol,B1,2.83,9,2
jam,A2,4.17,3,1
jam,B2,4.17,3,1
January,A1,5.09,7,4
jar,B1,3.93,3,1
jaw,B2,3.98,3,1
jazz,B1,4.31,4,1
jealous,B1,4.24,7,2
jealously,B2,2.67,9,3
jeans,A1,4.09,5,1
jelly,A2,3.77,5,2
jeopardize/jeopardise,B2,2.33,21,6
jet,A1,4.29,3,1
jewel,B1,3.68,5,2
jeweler/jeweller,B2,2.42,16,5
jewelry/jewellery,A1,3.59,17,5
job,A1,5.5,3,1
jog,B2,3.3,3,1
jog,B1,3.3,3,1
jogging,B1,3.38,7,2
join,A1,5.0,4,1
joint,B1,4.71,5,1
joint,B2,4.71,5,1
joke,A2,4.68,4,1
joke,B1,4.68,4,1
journal,B1,4.77,7,2
journalism,B2,4.12,10,4
journalist,B1,4.38,10,3
journey,A2,4.65,7,2
joy,A2,4.55,3,1
judge,B1,4.95,5,1
judge,A1,4.95,5,1
judgment/judgement,B1,3.72,18,5
judo,B2,3.25,4,2
jug,B1,3.3,3,1
juice,A1,4.36,5,1
juicy,B1,3.7,5,2
July,A1,5.17,4,2
jump,B2,4.69,4,1
jump,A1,4.69,4,1
jumper,B1,3.7,6,2
June,A1,5.21,4,1
jungle,B1,4.12,6,2
junior,A2,4.49,6,2
junk,A2,4.03,4,1
junk food,B2,4.01,9,2
juror,B2,3.13,5,2
jury,B2,4.49,4,2
just,A1,6.43,4,1
justice,B1,4.97,7,2
justify,B2,4.14,7,3
kangaroo,B2,3.5,8,3
karaoke,B2,3.43,7,4
keen,B2,4.13,4,1
keep,A1,5.66,4,1
keeper,B2,4.02,6,2
kerosene,B2,3.02,8,3
kettle,B1,3.54,6,2
key,A1,5.12,3,1
key,A1,5.12,3,1
keyboard,B1,4.11,8,2
keystroke,B2,2.26,9,2
kick,A1,4.72,4,1
kick,A1,4.72,4,1
kid,A1,4.99,3,1
kid,B1,4.99,3,1
kill,A1,5.09,4,1
killer,A2,4.47,6,2
killing,B1,4.88,7,2
kilo,A2,3.13,4,2
kilogram/kilogramme,A2,1.64,19,4
kilometer/kilometre,A2,2.9,19,6
kind,A2,5.45,4,1
kind,A1,5.45,4,1
kindly,A2,4.0,6,2
kindly,B1,4.0,6,2
kindness,B1,4.0,8,2
king,A1,5.17,4,1
kingdom,A2,4.62,7,2
kiss,A1,4.58,4,1
kiss,B1,4.58,4,1
kit,A2,4.42,3,1
kite,A1,3.55,4,1
kitten,B1,3.64,6,2
knee,A1,4.33,4,1
kneel,B2,3.24,5,1
knife,A1,4.41,5,1
knit,B1,3.66,4,1
knock,A2,4.35,5,1
knock,B1,4.35,5,1
knot,B2,3.72,4,1
know,A1,6.1,4,1
knowingly,B2,3.5,9,3
knowledge,A2,4.96,9,2
known,B2,5.39,5,1
lab,B1,4.42,3,1
label,B2,4.43,5,2
labor/labour,A2,4.43,12,2
laboratory,B1,4.31,10,4
laborer/labourer,B2,2.61,16,4
lack,A2,4.92,4,1
lack,B2,4.92,4,1
ladder,B1,4.03,6,2
lady,A1,4.95,4,2
lamb,B1,4.02,4,1
lame,B2,3.95,4,1
lamp,A2,4.05,4,1
lance,B2,3.94,5,1
land,B1,5.22,4,1
land,A2,5.22,4,1
landing,B2,4.4,7,2
landlady,B2,2.9,8,3
landlord,B1,3.89,8,2
landscape,A2,4.36,9,2
landslide,B2,3.47,9,2
lane,A2,4.57,4,1
language,A1,5.1,8,2
lap,B2,4.18,3,1
laptop,B2,4.23,6,2
large,A1,5.39,5,1
largely,B1,4.61,7,2
lark,B2,3.14,4,1
laser,B2,4.2,5,2
last,B1,5.86,4,1
last,A2,5.86,4,1
last,A2,5.86,4,1
last,B1,5.86,4,1
last minute,B2,4.93,11,3
last name,A1,5.42,9,2
lasting,B1,4.11,7,2
lastly,B2,3.69,6,2
last-minute,B2,4.93,11,2
late,A1,5.34,4,1
late,A1,5.34,4,1
latecomer,B1,1.86,9,3
lately,B1,4.41,6,2
later,B2,5.49,5,2
later,A1,5.49,5,2
latest,A2,4.92,6,2
latter,B2,4.56,6,2
latter,A2,4.56,6,2
latter,A2,4.56,6,2
laugh,B1,4.66,5,1
laugh,A1,4.66,5,1
launch,B1,4.69,6,1
laundry,B2,4.06,7,2
lava,B2,3.73,4,2
law,A2,5.46,3,1
lawful,B1,3.62,6,2
lawmaker,B2,3.07,8,3
lawn,B2,3.98,4,1
lawsuit,B2,4.09,7,2
lawyer,A2,4.67,6,2
lay,B1,4.64,3,1
layabout,B2,1.69,8,1
layer,B1,4.4,5,2
laziness,A2,3.17,8,3
lazy,A1,4.24,4,2
lead,B1,5.2,4,1
lead,A2,5.2,4,1
lead,B1,5.2,4,1
leader,A1,4.95,6,2
leadership,B1,4.77,10,3
leading,B1,5.0,7,2
leaf,A1,4.22,4,1
leaflet,B2,3.12,7,2
league,B1,5.13,6,1
leak,B2,4.09,4,1
leak,B2,4.09,4,1
lean,B1,4.14,4,1
lean,B2,4.14,4,1
leap,B2,3.94,4,1
leap,B1,3.94,4,1
learn,A1,5.17,5,1
learner,A2,3.35,7,2
lease,B2,4.17,5,1
leash,B2,3.47,5,1
least,B1,5.44,5,1
least,A2,5.44,5,1
least,B2,5.44,5,1
leather,A2,4.35,7,2
leave,B1,5.34,5,1
leave,A1,5.34,5,1
lecture,B1,4.14,7,2
lecturer,B2,3.72,8,3
leek,B2,2.87,4,1
left,A1,5.62,4,1
left,A2,5.62,4,1
left,A2,5.62,4,1
left-hand,A2,5.2,9,2
leg,A1,4.66,3,1
legal,B1,5.08,5,2
legally,B1,4.21,7,3
legend,B2,4.44,6,2
legendary,B2,4.23,9,4
legislate,B2,3.01,9,3
legislation,B2,4.55,11,4
legislative,B2,4.32,11,4
legislator,B2,3.2,10,4
legislature,B2,4.16,11,4
legitimate,B2,4.22,10,4
leisure,A2,3.92,7,2
leisurely,B2,3.05,9,3
lemon,A2,4.1,5,2
lemonade,A2,3.44,8,3
lend,A2,3.92,4,1
length,B1,4.77,6,1
lengthen,B2,2.81,8,2
lengthy,B2,3.85,7,2
leopard,B2,3.59,7,2
less,A2,5.49,4,1
less,A2,5.49,4,1
less,A2,5.49,4,1
lessen,B1,3.37,6,2
lesson,A1,4.47,6,2
lest,B2,3.54,4,1
let,A1,5.6,3,1
letter,A1,4.95,6,2
lettuce,B1,3.56,7,2
level,B1,5.41,5,2
level,A2,5.41,5,2
level,B2,5.41,5,2
liar,B1,4.02,4,2
liberal,B2,4.66,7,3
liberate,B1,3.24,8,3
liberation,B1,3.91,10,4
liberty,A2,4.34,7,3
librarian,B1,3.59,9,4
library,A1,4.86,7,3
license/licence,A2,3.86,15,3
lick,B2,3.77,4,1
lid,B2,3.81,3,1
lie,B1,4.84,3,1
lie,A2,4.84,3,1
life,A1,5.89,4,1
lifeguard,B1,3.07,9,2
lifeless,B2,3.23,8,2
lifelong,B1,3.75,8,2
lifestyle,A2,4.29,9,2
lifetime,B2,4.39,8,2
lift,B1,4.5,4,1
lift,B1,4.5,4,1
light,A1,5.33,5,1
light,A1,5.33,5,1
light,B1,5.33,5,1
lighter,B1,4.09,7,2
lighting,B2,4.29,8,2
lightly,B1,3.96,7,2
lightning,B1,4.22,9,2
like,B1,6.41,4,1
like,A1,6.41,4,1
like,A1,6.41,4,1
likely,A2,5.2,6,2
likeness,B1,3.34,8,2
likewise,B2,4.04,8,2
lily,A1,3.95,4,2
limb,B2,3.7,4,1
limit,B1,4.7,5,2
limit,B1,4.7,5,2
limitation,B1,3.71,10,4
limited,B1,5.02,7,3
limp,B1,3.43,4,1
linen,B2,3.61,5,2
liner,B2,3.75,5,2
ling,B2,3.51,4,1
linger,B2,3.31,6,2
link,B1,4.99,4,1
link,B1,4.99,4,1
lion,A1,4.25,4,2
lip,A2,4.13,3,1
liquid,B1,4.39,6,2
liquid,B1,4.39,6,2
list,A1,5.28,4,1
list,B2,5.28,4,1
listen,A1,5.06,6,2
listener,B2,3.52,8,3
liter/litre,A2,3.18,11,3
literal,B2,3.77,7,3
literally,B2,4.91,9,4
literary,B1,4.31,8,4
literature,B1,4.62,10,4
litter,B2,3.71,6,2
little,A1,5.75,6,2
little,A1,5.75,6,2
little,B1,5.75,6,2
little,B1,5.75,6,2
live,B1,5.54,4,1
live,A1,5.54,4,1
lively,A2,3.86,6,2
liver,B1,4.18,5,2
living,A1,5.3,6,2
living,B2,5.3,6,2
living room,A1,5.04,11,3
load,A2,4.58,4,1
load,B2,4.58,4,1
loaf,B1,3.49,4,1
loan,B2,4.68,4,1
lobby,B2,4.03,5,2
local,A2,5.43,5,2
locate,B1,3.94,6,2
location,B1,4.86,8,3
lock,A2,4.51,4,1
lock,B1,4.51,4,1
lodge,B1,4.08,5,1
log,B1,4.37,3,1
logic,B1,4.36,5,2
logical,A2,4.14,7,3
logo,B1,4.28,4,2
loneliness,B2,3.65,10,3
lonely,A1,4.25,6,2
long,A1,5.81,4,1
long,A2,5.81,4,1
long-distance,B2,4.8,13,2
long-term,B2,5.13,9,2
look,A1,5.81,4,1
look,A1,5.81,4,1
loose,A2,4.46,5,1
loosely,B2,3.62,7,2
lorry,B1,3.21,5,2
lose,A2,5.08,4,1
loss,B1,5.07,4,1
lost,A2,5.39,4,1
lot,A1,5.61,3,1
lot,A2,5.61,3,1
lot,A1,5.61,3,1
lottery,B1,4.0,7,3
loud,B1,4.53,4,1
loud,B1,4.53,4,1
loudly,A2,3.79,6,2
loudspeaker,B1,2.95,11,3
lousy,B2,3.31,5,2
love,A1,5.82,4,1
love,A1,5.82,4,1
lovely,A1,4.74,6,2
lover,A2,4.26,5,2
lovingly,B1,3.14,8,3
low,A2,5.33,3,1
low,A2,5.33,3,1
lower,B2,5.11,5,2
lowland,B2,2.99,7,2
loyal,B1,4.2,5,2
loyalty,B1,4.17,7,3
luck,A1,4.91,4,1
luckily,A2,3.92,7,3
lucrative,B2,3.56,9,3
luggage,B1,3.8,7,2
lunch,A1,4.66,5,1
lunchtime,A2,3.33,9,2
lung,B1,4.1,4,1
lush,B2,3.55,4,1
luxurious,B2,3.55,9,4
luxury,B2,4.35,6,3
luxury,B1,4.35,6,3
lyric,A2,3.63,5,2
lyrics,B2,4.35,6,2
'm,A1,5.39,2,1
machine,A1,4.9,7,2
mad,A2,4.74,3,1
madam,B2,3.59,5,2
madame,B2,3.8,6,2
madness,B2,3.97,7,2
maestro,B2,3.26,7,2
magazine,A1,4.74,8,3
magic,A2,4.76,5,2
magic,A2,4.76,5,2
magical,B1,4.22,7,3
magician,B1,3.53,8,3
magnificent,B1,4.04,11,4
magnify,B2,2.77,7,3
mail,A1,4.72,4,1
mail,B1,4.72,4,1
mailbox,B1,3.31,7,2
main,B1,5.24,4,1
main course,A2,5.03,11,2
mainly,A2,4.6,6,2
maintain,B1,4.65,8,2
maintenance,B1,4.55,11,3
major,A2,5.3,5,2
major,B2,5.3,5,2
majority,B1,4.94,8,4
make,B2,6.08,4,1
make,A1,6.08,4,1
maker,A2,4.23,5,2
make-up,A2,5.91,7,2
malady,B2,2.55,6,3
malaria,B2,3.65,7,4
male,B1,4.89,4,1
male,A2,4.89,4,1
mall,A2,4.29,4,1
mama/mamma,B2,3.27,10,4
man,A1,5.82,3,1
manage,A2,4.54,6,2
management,B1,5.13,10,3
manager,A2,4.97,7,3
mango,B2,3.56,5,2
manipulate,B2,3.69,10,4
mankind,B1,3.88,7,2
manner,A2,4.55,6,2
mansion,B2,4.02,7,2
manual,B2,4.32,6,3
manual,B2,4.32,6,3
manufacture,B2,3.98,11,4
manufacture,B2,3.98,11,4
manufacturer,B2,4.21,12,5
manufacturing,B2,4.56,13,5
many,A1,5.91,4,2
many,A1,5.91,4,2
map,A1,4.76,3,1
maple,B1,3.86,5,2
marathon,B2,4.16,8,3
marble,B1,3.96,6,2
March,A1,5.26,5,1
march,B1,5.26,5,1
march,B1,5.26,5,1
margin,B2,4.27,6,2
marine,B1,4.53,6,2
mark,A2,5.05,4,1
mark,A2,5.05,4,1
marked,B1,4.5,6,1
market,A2,5.29,6,2
market,B1,5.29,6,2
marketing,B2,4.78,9,3
marriage,B1,4.91,8,2
married,A2,5.03,7,2
marry,A2,4.4,5,2
martial art,B2,4.03,11,3
marvelous/marvellous,A2,3.16,20,5
mash,B1,3.55,4,1
mask,B2,4.31,4,1
mass,B1,4.87,4,1
mass,B2,4.87,4,1
massacre,B2,3.91,8,3
massage,B2,4.01,7,2
masseur,B2,2.35,7,1
massive,B1,4.72,7,2
master,B2,4.93,6,2
masterpiece,B2,3.81,11,3
mastery,B2,3.57,7,3
match,A1,5.13,5,1
match,B1,5.13,5,1
mate,B2,4.55,4,1
material,A2,4.95,8,4
math/maths,A1,3.67,10,2
mathematical,B2,4.04,12,5
mathematician,B1,3.24,13,5
mathematics,B1,4.15,11,4
matter,A1,5.38,6,2
matter,A2,5.38,6,2
mature,B2,4.28,6,2
mausoleum,B2,2.94,9,4
maximum,B1,4.6,7,3
maximum,B1,4.6,7,3
may,A1,5.98,3,1
May,A1,5.98,3,1
maybe,A1,5.45,5,2
mayor,B1,4.62,5,2
me,A1,6.48,2,1
meal,A1,4.48,4,1
mean,A2,5.53,4,1
mean,B2,5.53,4,1
mean,A1,5.53,4,1
meaning,A2,4.87,7,2
meaningful,B1,4.14,10,3
means,B2,5.44,5,1
meanwhile,B1,4.48,9,2
measure,B1,4.65,7,2
measure,B1,4.65,7,2
measurement,B1,4.05,11,3
meat,A1,4.63,4,1
mechanic,B1,3.79,8,3
mechanical,B1,4.33,10,4
mechanize/mechanise,B2,0.96,19,6
medal,A2,4.39,5,2
media,B2,5.3,5,3
medical,A2,5.16,7,3
medication,B2,4.15,10,4
medicine,A1,4.73,8,3
medieval/mediaeval,B2,2.76,18,6
mediocre,B2,3.52,8,4
meditate,B1,3.26,8,3
meditation,B1,3.95,10,4
Mediterranean,B1,3.99,13,6
medium,B1,4.61,6,3
medium,B1,4.61,6,3
meet,A1,5.27,4,1
meeting,A1,5.15,7,2
melody,B2,3.81,6,3
melon,A2,3.32,5,2
melt,B1,3.96,4,1
member,A2,5.18,6,2
membership,B1,4.47,10,3
memorable,B1,3.97,9,4
memorial,B2,4.41,8,4
memorize/memorise,B1,2.37,17,6
memory,A1,4.81,6,3
mend,B1,3.33,4,1
mental,B1,4.83,6,2
mentally,B1,4.2,8,3
mention,A2,4.73,7,2
mention,B1,4.73,7,2
mentor,B2,3.93,6,2
menu,A2,4.26,4,2
merchandise,B2,3.93,11,3
merchant,B1,4.08,8,2
mercy,B2,4.25,5,2
mere,B1,4.13,4,1
merely,B1,4.37,6,2
merge,B2,3.75,5,1
merger,B2,3.97,6,2
merry,A1,3.83,5,2
mess,B1,4.57,4,1
mess,B2,4.57,4,1
message,A1,5.0,7,2
message board,B1,4.8,13,3
messenger,B2,3.95,9,3
messy,B1,3.87,5,2
metal,A2,4.82,5,2
metaphor,B2,3.73,8,3
meter/metre,A2,3.59,11,4
method,A2,4.8,6,2
metric,B2,3.88,6,2
micro,B2,4.08,5,2
microbe,B2,2.63,7,2
microcomputer,B2,2.3,13,5
micrometer/micrometre,B2,1.31,21,7
microorganism,B2,2.32,13,6
microphone,B2,3.72,10,3
microscope,B2,3.5,10,3
microscopic,B2,3.37,11,4
microscopy,B2,3.26,10,4
microwave,B2,3.8,9,3
midday,A2,3.37,6,2
middle,A1,5.18,6,2
middle,A2,5.18,6,2
middle-aged,B1,4.42,11,2
midnight,A2,4.31,8,2
midst,B2,3.89,5,1
might,A2,5.66,5,1
mighty,B2,4.1,6,2
migration,B2,4.14,9,3
mild,B1,4.11,4,1
mile,B1,4.59,4,1
military,A2,5.2,8,4
milk,A1,4.66,4,1
mill,B2,4.38,4,1
millimeter/millimetre,B2,2.49,21,6
million,A2,5.33,7,2
millionaire,B2,3.73,11,3
mimic,B2,3.49,5,2
mind,A1,5.41,4,1
mind,A2,5.41,4,1
mine,B2,5.04,4,1
mine,A1,5.04,4,1
mineral,B1,4.03,7,3
mineral water,A2,4.02,13,5
miniature,B2,3.72,9,4
minimize/minimise,B1,3.08,17,5
minimum,B1,4.69,7,3
minimum,B1,4.69,7,3
minister,B2,5.04,8,3
minor,B1,4.62,5,2
minority,B1,4.41,8,4
mint,B2,3.92,4,1
minute,A1,4.98,6,2
miracle,B1,4.13,7,3
mirror,A2,4.47,6,2
misconception,B2,3.22,13,4
